SiteCode,SiteID,OrderStatus,AcctNmbr,Customer,InvoiceFrequencyID,Description,Salesperson_Name,Salesperson_ID,ConsolidationFlag,OrderDate,Amount,Orders
"Deliver-It","1","A","103730","PAYROLL CENTRIC-W2","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","8.8","1"
"Deliver-It","1","A","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","9.2","2"
"Deliver-It","1","A","6414","MHP FINANCIAL SERVICES INC","29","Auto ACH - Semi-Email","House","1","Exclude Consolidations","2024-01-22","60.05","5"
"Deliver-It","1","A","103592","PUFF CORPORATION","36","Semi-Vape","Jenna Crevda","23","Exclude Consolidations","2024-01-22","1179.36","66"
"Deliver-It","1","I","102748","ASAP - NEXTDAY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.02","2"
"Deliver-It","1","A","103536","AM PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-22","91.22","10"
"Deliver-It","1","A","103655","PUFF CORPORATION-Reattempt Account","36","Semi-Vape","Jenna Crevda","23","Consolidations","2024-01-22","0.24","24"
"Deliver-It","1","A","103630","SEPHORA","40","Sephora","Phil Nabal","19","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","A","2858","NORMAN SCHALL AND ASSOCIATES","11","CC - Email PDF","House","1","Exclude Consolidations","2024-01-22","176.82","14"
"Deliver-It","1","A","103560","AMERICAN INTEGRATIVE PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","20.04","2"
"Deliver-It","1","A","686","QUALITY MAPPING SERVICE","4","Semi","House","1","Exclude Consolidations","2024-01-22","30","2"
"Deliver-It","1","A","103646","Emanate Health","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-22","407.94","2"
"Deliver-It","1","I","102809","VIP Pharmacy Inc","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-22","76","8"
"Deliver-It","1","A","103545","ENCORE PHARMACY","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-22","632.24","93"
"Deliver-It","1","A","103685","Abacus Payroll Service","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-22","43.84","4"
"Deliver-It","1","A","103679","Emanate Health Medical Center/Clinic Spec Run","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-22","286.46","1"
"Deliver-It","1","I","102751","ESSILOR LABS OF AMERICA","33","Essilor","Phil Nabal","19","Exclude Consolidations","2024-01-22","1135.8","12"
"Deliver-It","1","A","103562","BH Shipping","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","38","4"
"Deliver-It","1","I","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-22","0.91","91"
"Deliver-It","1","A","103653","SHYPGYSTYCS-Reattempt","36","Semi-Vape","Phil Nabal","19","Consolidations","2024-01-22","0.25","25"
"Deliver-It","1","I","103008","K-MARS OPTICAL - OUTBOUND","8","Weekly - Email Excel and PDF","Cindy Jones","2","Exclude Consolidations","2024-01-22","792.54","126"
"Deliver-It","1","A","103610","SHYPGYSTYCS","36","Semi-Vape","Phil Nabal","19","Exclude Consolidations","2024-01-22","349.42","19"
"Deliver-It","1","A","6563","PAYROLL PLUS","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","179.46","18"
"Deliver-It","1","I","102077","NETWORK DEPOSITION SERVICES","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","9.71","1"
"Deliver-It","1","I","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","A","103580","BBSI - SAN DIEGO","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-22","208.53","21"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-22","1369.49","283"
"Deliver-It","1","A","103685","Abacus Payroll Service","2","Semi - Email PDF","Jenna Crevda","23","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103226","RICK BUTLER","5","Weekly","Courier Systems","10","Exclude Consolidations","2024-01-22","23.76","1"
"Deliver-It","1","A","103635","RightRX","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","93.1","8"
"Deliver-It","1","I","102180","CARE PLUS - SAN DIEGO - T-Force","6","Weekly - Email PDF","Ernie Eiserman","3","Exclude Consolidations","2024-01-22","435","29"
"Deliver-It","1","I","102501W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","577","100"
"Deliver-It","1","I","103629","ShipX INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","263.4","49"
"Deliver-It","1","A","103630","SEPHORA","40","Sephora","Phil Nabal","19","Exclude Consolidations","2024-01-22","20352.53","4256"
"Deliver-It","1","I","102763","ALBERTSONS - BOXES - VONS","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","6.49","1"
"Deliver-It","1","A","103686","Innovative Federal Operations Group","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-22","99.06","2"
"Deliver-It","1","I","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","24223.33","3755"
"Deliver-It","1","A","103659","Emanate Health Foothill PH/Lab","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-22","48.29","1"
"Deliver-It","1","I","102289","ADP - AUTO PAY - CALENDAR 599 LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-22","1834.26","29"
"Deliver-It","1","I","102511","ADP - AUTO PAY - CALENDAR PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","1676.85","33"
"Deliver-It","1","I","103681","Mixlab RX","6","Weekly - Email PDF","Mike Martin","6","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","A","103663","Emanate Health Med Ctr/Pharmacy","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-22","43.8","1"
"Deliver-It","1","I","103339","FINANCIAL STATEMENT SERVICES IN","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","338.55","7"
"Deliver-It","1","A","103691","Ontario Pharmacy","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","70.39","7"
"Deliver-It","1","I","103400","TELEPAYROLL - W2","6","Weekly - Email PDF","Mike Martin","6","Consolidations","2024-01-22","0.08","8"
"Deliver-It","1","A","103671","Emanate Health Med Ctr/QoV/Pathology","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-22","43.8","1"
"Deliver-It","1","I","102477","SDP PAYROLL","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","835.94","98"
"Deliver-It","1","I","102760","ELITE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-22","226.4","40"
"Deliver-It","1","I","103681","Mixlab RX","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","1269.54","199"
"Deliver-It","1","A","4557","WATSON COURT REPORTERS","4","Semi","House","1","Exclude Consolidations","2024-01-22","52.74","6"
"Deliver-It","1","I","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","A","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-22","1000.6","288"
"Deliver-It","1","I","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","6436.76","1477"
"Deliver-It","1","I","102253","ADP - AUTOPAY - CALENDAR 123 LA PALMA","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.18","18"
"Deliver-It","1","I","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-22","1002.14","122"
"Deliver-It","1","I","102852","PRIMARY PAYROLL SERVICES","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","95.26","11"
"Deliver-It","1","I","103689","Nespresso - PNW","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","6733.9","913"
"Deliver-It","1","I","102253","ADP - AUTOPAY - CALENDAR 123 LA PALMA","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","1817.16","23"
"Deliver-It","1","I","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Consolidations","2024-01-22","0.24","24"
"Deliver-It","1","I","102214","ADP - NATIONAL - ROUTES LA PALMA","19","ADP Nationals - Email PDF","House","1","Exclude Consolidations","2024-01-22","270.18","47"
"Deliver-It","1","I","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","9784.03","1876"
"Deliver-It","1","I","102475","PHYSICIANS PLAZA PHARMACY  - OUTBOUND","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","1714.93","147"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","4986.18","831"
"Deliver-It","1","I","103421","INSPERITY - OUTBOUND","6","Weekly - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-22","446.2","46"
"Deliver-It","1","I","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Exclude Consolidations","2024-01-22","21.32","5"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-22","0.05","5"
"Deliver-It","1","N","103008","K-MARS OPTICAL - OUTBOUND","8","Weekly - Email Excel and PDF","Cindy Jones","2","Exclude Consolidations","2024-01-22","6.29","1"
"Deliver-It","1","I","102289","ADP - AUTO PAY - CALENDAR 599 LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-22","0.33","33"
"Deliver-It","1","I","103651","TILLYS","8","Weekly - Email Excel and PDF","Mikel Mobley","27","Exclude Consolidations","2024-01-22","11044.12","2277"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.29","29"
"Deliver-It","1","I","102511","ADP - AUTO PAY - CALENDAR PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.1","10"
"Deliver-It","1","I","103563","GEODIS","37","Geodis/Apple","Phil Nabal","19","Exclude Consolidations","2024-01-22","5073.43","869"
"Deliver-It","1","I","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-22","9465.68","2802"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","2.32","232"
"Deliver-It","1","N","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","102464","TELEPAYROLL INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","546.49","53"
"Deliver-It","1","I","103690","Nespresso - BTQ - PNW","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","781.25","5"
"Deliver-It","1","I","102515","ADP - SBS DIST - WHOLESALE PARTNERS - SPECIALTY","19","ADP Nationals - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","5.77","1"
"Deliver-It","1","I","102652","PRIMEPAY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","7.33","1"
"Deliver-It","1","I","103575","IHERB - ADMIN","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","5.28","1"
"Deliver-It","1","N","102677","MERIDIAN OPTICAL LAB - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.15","7"
"Deliver-It","1","I","102628","EMPIRE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-22","396.2","70"
"Deliver-It","1","N","103539","IT WORKS! MARKETING INC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","5.73","1"
"Deliver-It","1","I","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103696","Smart Kargo","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","3873","641"
"Deliver-It","1","I","102585","STERIGENICS - LOS ANGELES","28","Weekly - Sameday/Messenger","Richard Olivas","20","Exclude Consolidations","2024-01-22","326.29","4"
"Deliver-It","1","I","102851","PAYROLL PEOPLE INC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","325.8","45"
"Deliver-It","1","I","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","5477.97","935"
"Deliver-It","1","N","103418","USC MEDICAL PLAZA PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","102692","HEARTLAND PAYROLL SOLUTIONS","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","2157.3","250"
"Deliver-It","1","N","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","429.05","68"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","6518.83","1107"
"Deliver-It","1","N","102495","BARTLEY OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.27","13"
"Deliver-It","1","I","102692","HEARTLAND PAYROLL SOLUTIONS","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-22","0.12","12"
"Deliver-It","1","I","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Consolidations","2024-01-22","3.42","342"
"Deliver-It","1","I","103607","L'OREAL USA INC","34","BBB","Phil Nabal","19","Consolidations","2024-01-22","0.04","4"
"Deliver-It","1","N","103630","SEPHORA","40","Sephora","Phil Nabal","19","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","102820","ABC PHARMACY - LAGUNA HILLS","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-22","568.92","65"
"Deliver-It","1","N","103607","L'OREAL USA INC","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-22","229.26","33"
"Deliver-It","1","I","102652","PRIMEPAY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","N","102820","ABC PHARMACY - LAGUNA HILLS","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-22","38.05","5"
"Deliver-It","1","I","102748","ASAP - NEXTDAY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","28.56","3"
"Deliver-It","1","N","100463","DELIVER-IT - PU ROUTES","13","Internal","Internal","9","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103607","L'OREAL USA INC","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-22","6709.89","987"
"Deliver-It","1","N","103357","CLEAR CHOICE PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-22","7.24","1"
"Deliver-It","1","I","102824","WILSHIRE LE DOUX MEDICAL PHARMACY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","59.64","7"
"Deliver-It","1","N","103610","SHYPGYSTYCS","36","Semi-Vape","Phil Nabal","19","Exclude Consolidations","2024-01-22","142.11","9"
"Deliver-It","1","I","102675","MERIDIAN OPTICAL LAB - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-22","555.32","97"
"Deliver-It","1","N","103653","SHYPGYSTYCS-Reattempt","36","Semi-Vape","Phil Nabal","19","Consolidations","2024-01-22","0.04","4"
"Deliver-It","1","I","102855","MONARCH PHARMACY","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-22","214.94","22"
"Deliver-It","1","N","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103647","24SevenConnect/BoxCheck","21","24/7 Billing","Mike Martin","6","Exclude Consolidations","2024-01-22","44.16","3"
"Deliver-It","1","N","103651","TILLYS","8","Weekly - Email Excel and PDF","Mikel Mobley","27","Exclude Consolidations","2024-01-22","36.03","7"
"Deliver-It","1","I","103362","CVS- Redlands-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-22","19.5","2"
"Deliver-It","1","N","102629","EMPIRE OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.02","1"
"Deliver-It","1","I","102850","SMC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","474.55","77"
"Deliver-It","1","N","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Consolidations","2024-01-22","0.07","7"
"Deliver-It","1","I","103008","K-MARS OPTICAL - OUTBOUND","8","Weekly - Email Excel and PDF","Cindy Jones","2","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","N","102684","ALBERTSONS - VONS DIST CTR - CHINO PRINT SHOP","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","11.5","1"
"Deliver-It","1","I","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-22","8704.33","1858"
"Deliver-It","1","N","103719","Emanate Patient Reports/Messenger Internal Acct.","2","Semi - Email PDF","Internal","9","Exclude Consolidations","2024-01-22","4","4"
"Deliver-It","1","I","103537","NESPRESSO - BTQ - SoCal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","4600.2","36"
"Deliver-It","1","N","102850","SMC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","12.8","2"
"Deliver-It","1","I","103400","TELEPAYROLL - W2","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","31.75","3"
"Deliver-It","1","N","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Exclude Consolidations","2024-01-22","7.28","1"
"Deliver-It","1","I","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Consolidations","2024-01-22","0.05","5"
"Deliver-It","1","N","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","N","10051","DI - STEM FEES - DISTRIBUTION","13","Internal","Internal","9","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","I","103447","PAYLOCITY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","1684.2","210"
"Deliver-It","1","I","103539","IT WORKS! MARKETING INC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","1446.93","245"
"Deliver-It","1","N","102475","PHYSICIANS PLAZA PHARMACY  - OUTBOUND","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","37.23","3"
"Deliver-It","1","I","103576","NEW AVON COMPANY - ACCESSORIAL","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-22","93.2","4"
"Deliver-It","1","I","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","5131.6","1066"
"Deliver-It","1","I","103572","NEW AVON COMPANY","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-22","4745.9","643"
"Deliver-It","1","N","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","I","103633","WeShip - WAN - HUB- LA","21","24/7 Billing","Phil Nabal","19","Exclude Consolidations","2024-01-22","82.32","6"
"Deliver-It","1","I","103572","NEW AVON COMPANY","34","BBB","Phil Nabal","19","Consolidations","2024-01-22","2.46","246"
"Deliver-It","1","I","103609","MWI ANIMAL HEALTH","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","22109.82","2391"
"Deliver-It","1","N","102763","ALBERTSONS - BOXES - VONS","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","13.24","2"
"Deliver-It","1","I","103698","TOTALCARE PHARMACY","32","Auto ACH - Weekly-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-22","37.92","4"
"Deliver-It","1","I","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","I","103694","Nespresso - SoCal Sameday","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","383.15","14"
"Deliver-It","1","N","102824","WILSHIRE LE DOUX MEDICAL PHARMACY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","8.52","1"
"Deliver-It","1","I","103699","MWI ANIMAL HEALTH-LINEHAULS","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","3530","3"
"Deliver-It","1","I","103609","MWI ANIMAL HEALTH","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","I","103717","Smart Kargo-REATTEMPT","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-22","0.11","11"
"Deliver-It","1","N","103592","PUFF CORPORATION","36","Semi-Vape","Jenna Crevda","23","Exclude Consolidations","2024-01-22","18.52","1"
"Deliver-It","1","I","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-22","2.93","293"
"Deliver-It","1","I","103637","Valley Drug and Compounding","32","Auto ACH - Weekly-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-22","98.61","11"
"Deliver-It","1","I","103718","AMERICAN CARE PHARMACY","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-22","91.88","8"
"Deliver-It","1","N","103630","SEPHORA","40","Sephora","Phil Nabal","19","Exclude Consolidations","2024-01-22","28.93","6"
"Deliver-It","1","N","102494","BARTLEY OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.12","6"
"Deliver-It","1","I","103651","TILLYS","8","Weekly - Email Excel and PDF","Mikel Mobley","27","Consolidations","2024-01-22","0.11","11"
"Deliver-It","1","I","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Exclude Consolidations","2024-01-22","19627.46","2574"
"Deliver-It","1","N","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-22","148.56","44"
"Deliver-It","1","N","102630","EMPIRE OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.04","2"
"Deliver-It","1","N","101999","DELIVER-IT ","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.02","1"
"Deliver-It","1","N","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-22","4.79","1"
"Deliver-It","1","N","102676","MERIDIAN OPTICAL LAB - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.08","4"
"Deliver-It","1","N","102659","ALBERTSONS - BOXES","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","39.72","6"
"Deliver-It","1","N","102761","ELITE OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.04","2"
"Deliver-It","1","N","102675","MERIDIAN OPTICAL LAB - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-22","39.62","7"
"Deliver-It","1","N","103384","REGENCY MEDICAL PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-22","17.18","2"
"Deliver-It","1","N","103009","K-MARS OPTICAL - INBOUND","13","Internal","Internal","9","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","N","103522","DI TRUCK ACCT ","13","Internal","Internal","9","Consolidations","2024-01-22","0.19","19"
"Deliver-It","1","N","102751","ESSILOR LABS OF AMERICA","33","Essilor","Phil Nabal","19","Exclude Consolidations","2024-01-22","117.72","4"
"Deliver-It","1","N","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","35.07","8"
"Deliver-It","1","N","103326","OCULAR LABS - ONCALL","13","Internal","Internal","9","Consolidations","2024-01-22","0.02","2"
"Deliver-It","1","N","103629","ShipX INC","6","Weekly - Email PDF","Mike Martin","6","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","N","103010","K-MARS OPTICAL - ON CALL","13","Internal","Internal","9","Consolidations","2024-01-22","0.11","11"
"Deliver-It","1","N","103717","Smart Kargo-REATTEMPT","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-22","0.03","3"
"Deliver-It","1","N","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-22","90.87","12"
"Deliver-It","1","N","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Consolidations","2024-01-22","0.01","1"
"Deliver-It","1","N","103540","COASTAL PAYROLL SERVICES / PAYSTAR","35","Auto - ACH - Semi - Email Excel & PDF","Cindy Jones","2","Exclude Consolidations","2024-01-22","7.02","1"
"Deliver-It","1","N","103563","GEODIS","37","Geodis/Apple","Phil Nabal","19","Exclude Consolidations","2024-01-22","28.56","7"
"Deliver-It","1","N","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-22","43.57","9"
"Deliver-It","1","N","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-22","15.57","3"
"Deliver-It","1","N","103572","NEW AVON COMPANY","34","BBB","Phil Nabal","19","Consolidations","2024-01-22","0.02","2"
"Deliver-It","1","N","103696","Smart Kargo","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-22","5.96","1"
"Deliver-It","1","N","989898999","Concise","13","Internal","Internal","9","Exclude Consolidations","2024-01-22","0.04","2"
"ARC       ","7","I","102790","ARC LOGISTICS POMONA","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-21","5425.02","36"
"ARC       ","7","I","102803","ARC SAN DIEGO S&D","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-21","305.51","2"
"ARC       ","7","A","10049","ARC - CULVER CITY DRIVER PAY","13","Internal","Internal","9","Exclude Consolidations","2024-01-21","0","6"
